3,8c43b91919e6495d9e9571f01572490a
5,27cde3a658f540cbba16a348524daf04
6,d73266aba56548afa813ce9bb09fc3e1
7,b8e5ada20f684e0d86db2fef940e26ac
8,1a5c0786629848bf961a075ef83400a5
9,69b068c312384b38abf3fb2d2bfc4cdb
10,bbfb51c7fc764ad38f6298b35ee05829
11,fdde6f716afa4bb4963424ffe3dd8488
12,f990d08287c34c389cfabe3cbf3dde99
14,7edb99d5f74f492a8dd42af2941cd62c
15,9a5019c0036d4badb0e385efb0cfb375
16,cc957cde864c4442ac7957f6aea99d7e
17,2c44128cb0a74cb28409b806aee12aef
18,5322864fab2c4964b39835a51bcbd4a8
19,67f83a4806e043ea82ce29f2cf194ce6
20,49d55b964f484b15bc40be1be79d8f68
21,877ecf97fbad44fcad6cf10ec69b65c6
2,cdcebbfbaf414fbcb6680823a0b96011
25,d7cf3862971b41b5ac5a892036634f57
27,6b05171acd604a0c951570e01a88e3bc
28,d392545fba7248f38a5ca25bcda2ae6e
29,86b2f97e11fc4a87be8d621fd46fc7e6
30,acca025fab5a42a58eb102ab71f16a79
31,af2b64366ab344838ddd6352ffb223dc
32,54b5cccd77e847e0877c0c176569309b
33,68655d30048b451caee7d70688803273
34,62f82d760a0e42d18b84c0fcaab1c823
35,c30bd42742f647a7a5bb5181df5b1f56
37,07d5f165d18f4b3f9e972ef53ffba680
38,c51ee2bfc15a4d908eb375217ff49fac
39,55edf9f53c664847aeec8ff393116b67
40,40e894ae4b004f8fa109efcdf8c6a76e
41,86365334cfbd49dcbaf28e501131c126
42,fe6b3b26906e422e93128cadec31c69d
43,909913983c33463790a36e6aefb7444a
44,78ff25953bbe4d79a069d9492b48ad90
47,58cc4fd6731c4962a259682abeeba9cc
48,efd14beda7564bb990608ab208ecbe43
49,4c58030df55242c49bad3a409968ea41
50,15347c62305d4b79869577916d2b4f88
52,74223faf20b74b1ca706535644558c19
53,67002af8decc478585c48192c7b70dd4
54,6aaa090b767c491e9f8e8d1f13f54478
55,7dcd1923029943c1ba7d75d801cc777c
56,d952c511f6234e559f9616d3768dcaf5
57,bef0722c43dc482299d75fa90f163944
59,8ff25ab60758494c8b64d66017e87670
61,2bcadb6dfa234cbaa3b82725eb5fc4a2
62,973e8abe73204b68bc5805a332c8f88f
63,6a072a5bdb8f4eb28690031efd16bfbf
64,c8eb2a17f271433885ca8e8872eb0e7a
65,058d2dea4e8c41f5a31ecf92210f0510
66,e13fd883959744d69c1dcf243443a7f0
67,a35e1d49beec4d2b9bde818d165150d8
46,38a9acd0274a48949f3f44af7edb7268
70,3ed27bb3c6f549428031a7333b377039
71,729994cf91aa47b3b9bab09bb561592b
72,91d209e6d96548d6a240ecdb6bbc0491
74,f1dc1fa1e8ac4f2aba4d2a15909e429c
75,3cee7473c2ae4526a72d50e784b0faac
76,eedb117c2f9f44a6ae15b8cccfb5b0ab
77,5854eb9cd9da4017afdbd98854dc8904
78,aac4b4e13e554061be7a38f4229daa7d
79,12e92e03b21f40208d678296e40baf91
80,b2e5b793ceff42baa2b058bb43348223
81,19b37df97ee248b5959a9e672cfc79db
82,f7ee773191fb474ca9ebe5ceb2db2ac5
84,9465a6fe0c1348a3add3a07340965fb8
85,16b152b77e904b2d96204fa8002c410c
86,dd9b363b32614d36bc44ca39188e25a3
87,1a82c65424d4492eb14f484f50317177
88,4f44f713073e4136a97d7f80232e60d9
89,22a4f5a7316245dc9ec38941732d398e
69,33ea88f43869464ca0553189689f1dea
92,1fd892f6fba0433da6db1ba9fa969f7c
93,6270f8364eac4b0a88a117c008011e06
94,30ffbb5bc8784aab9dc7c64ceea5aaf6
95,1d1c12df45984293b60a040181ac231b
97,030bed2e80e54303b9ef68d17a98587f
98,9db6c9cf76ab4ce59bb44ae0a01023e7
99,7b8acbba05d0487aa74356852d6b4f92
100,ee6c7732fb5f414097dbca3dc44f11c4
101,dcf7868accc44faa84577500a16cef3b
102,2619e5a74bb54ccbb3df5a0cacedae6f
103,d2c870b5b50f44d085efba9983d72ca3
104,a104e0ca25454f99831ef09ea0702aab
105,b24855f553b9412e9fc3e9c0d60d947b
107,0750724106ff4219b20dbaf049923e7f
108,b0a7a96cc6d94a2dbc788a4c70a038de
109,91c392cac8294936bf2597662a68f720
110,d2644b99b041456db25eadbc5705420c
111,84f09c52074c45fa8fe4de5f183b8782
112,94b591c38db04ce08702d7001aee3bb2
115,eeb06dd4ab2e4ef8bf731d2e58b27736
116,776e8941d0cc408e9cc9cdfed00c6ce9
117,582eebf9f66b4c05a93b7088f1c0b291
120,c91f544f18ce4c91a49cc47cd5a1d53b
121,3a654ebdcf72417890b34c0b6e50a3cd
122,6ac7f3e304754f5db07ed5c2b7092781
123,1f399f45650f4e3cb3f31d830d645a89
124,4e1c4ae720fb45fcaca0afc9a098dc97
125,71f39e9eddf441fd81b879f37f409d87
126,342a6bd1b53b4e8cbf2dd35e8b01d461
127,9b07e0db2a53439b9c33ef057ec7c7ae
129,4d2956f6cae2492496086b00abbaa0eb
130,354bba689d2f4f8fbbe3f6453640e1b8
131,26baf916498d475c9e059292b2aa9221
132,af5049e8f75e453aba2dc52c74736153
133,535dcd88828a4435a184fe97aa6ee840
134,813d5453af714b5d9dc930a14a2f9c9f
135,349b84f5a2734a0d82efd79198bc3a61
114,a141629ed16a436b99ad8c77d9326944
139,5177a0f2fb664404a7abb21340ddc4a8
140,69f14861caec4a748738d99435efb152
141,478339ebafba49f0af6b7322d094534b
142,dc6eed27523d4c3592b95461d8cdc906
143,69450767ce3c46bda62793e3dab644f6
145,10e885e35c4b44f1a1c5b7ffec6ef6a3
146,cbb155851dc84f0abb5b1f15416847f8
147,0423edf5071e4fff8f2dbea20e179c61
148,d60c394f2d93426b829541c40871d55d
149,a3188f6aa48445708de07524be248bb4
